@RELATION auto-sklearn_FEATURE_VALUES

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE ClassEntropy NUMERIC
@ATTRIBUTE ClassProbabilityMax NUMERIC
@ATTRIBUTE ClassProbabilityMean NUMERIC
@ATTRIBUTE ClassProbabilityMin NUMERIC
@ATTRIBUTE ClassProbabilitySTD NUMERIC
@ATTRIBUTE DatasetRatio NUMERIC
@ATTRIBUTE InverseDatasetRatio NUMERIC
@ATTRIBUTE KurtosisMax NUMERIC
@ATTRIBUTE KurtosisMean NUMERIC
@ATTRIBUTE KurtosisMin NUMERIC
@ATTRIBUTE KurtosisSTD NUMERIC
@ATTRIBUTE Landmark1NN NUMERIC
@ATTRIBUTE LandmarkDecisionNodeLearner NUMERIC
@ATTRIBUTE LandmarkDecisionTree NUMERIC
@ATTRIBUTE LandmarkLDA NUMERIC
@ATTRIBUTE LandmarkNaiveBayes NUMERIC
@ATTRIBUTE LandmarkRandomNodeLearner NUMERIC
@ATTRIBUTE LogDatasetRatio NUMERIC
@ATTRIBUTE LogInverseDatasetRatio NUMERIC
@ATTRIBUTE LogNumberOfFeatures NUMERIC
@ATTRIBUTE LogNumberOfInstances NUMERIC
@ATTRIBUTE NumberOfCategoricalFeatures NUMERIC
@ATTRIBUTE NumberOfClasses NUMERIC
@ATTRIBUTE NumberOfFeatures NUMERIC
@ATTRIBUTE NumberOfFeaturesWithMissingValues NUMERIC
@ATTRIBUTE NumberOfInstances NUMERIC
@ATTRIBUTE NumberOfInstancesWithMissingValues NUMERIC
@ATTRIBUTE NumberOfMissingValues NUMERIC
@ATTRIBUTE NumberOfNumericFeatures NUMERIC
@ATTRIBUTE PCAFractionOfComponentsFor95PercentVariance NUMERIC
@ATTRIBUTE PCAKurtosisFirstPC NUMERIC
@ATTRIBUTE PCASkewnessFirstPC NUMERIC
@ATTRIBUTE PercentageOfFeaturesWithMissingValues NUMERIC
@ATTRIBUTE PercentageOfInstancesWithMissingValues NUMERIC
@ATTRIBUTE PercentageOfMissingValues NUMERIC
@ATTRIBUTE RatioNominalToNumerical NUMERIC
@ATTRIBUTE RatioNumericalToNominal NUMERIC
@ATTRIBUTE SkewnessMax NUMERIC
@ATTRIBUTE SkewnessMean NUMERIC
@ATTRIBUTE SkewnessMin NUMERIC
@ATTRIBUTE SkewnessSTD NUMERIC
@ATTRIBUTE SymbolsMax NUMERIC
@ATTRIBUTE SymbolsMean NUMERIC
@ATTRIBUTE SymbolsMin NUMERIC
@ATTRIBUTE SymbolsSTD NUMERIC
@ATTRIBUTE SymbolsSum NUMERIC

@DATA
75249,1.0,0.3891675492147647,0.9236550632911392,0.5,0.07634493670886076,0.4236550632911392,0.011471518987341773,87.17241379310344,416.33571239756776,46.57141283642045,-3.0,84.69777962941414,0.9204929670352471,0.9806056234077459,0.9940632667952078,0.9414575030887937,0.21398045353026524,0.923659777211643,-4.467887925280274,4.467887925280274,3.367295829986474,7.8351837552667485,0.0,2.0,29.0,7.0,2528.0,2528.0,4109.0,29.0,0.46153846153846156,6.332630864283107,2.6652556065966655,0.2413793103448276,1.0,0.056048123090353556,0.0,0.0,20.453256767506915,0.8884855338724355,-20.453256767506915,6.7466910458835425,0.0,0.0,0.0,0.0,0.0
75203,1.0,2.447790627105536,0.2897065673032138,0.1666666666666667,0.08337214718211458,0.07356423481572022,6.145784816022357,0.16271314892004546,1381.0008055893459,2.7168437392199745,-3.0,18.288341118334618,0.3450917581745574,?,?,?,?,?,1.8157664510586435,-1.8157664510586435,9.487593248937424,7.671826797878781,0.0,6.0,13195.0,0.0,2147.0,0.0,0.0,13195.0,?,?,?,0.0,0.0,0.0,0.0,0.0,37.188724517822266,1.343548489557222,-2.267786741256714,1.5816938581054834,0.0,0.0,0.0,0.0,0.0
75090,1.0,3.3160845033334043,0.11187607573149742,0.1,0.08734939759036145,0.009001655351019641,0.3373493975903614,2.9642857142857144,2319.00048828125,246.2856850406941,-3.0,595.4469307364127,0.8670277495964541,0.20396195840343898,0.7147475965827523,0.7921587766567374,0.5859862682067238,0.18633441307119764,-1.086636097621394,1.086636097621394,6.664409020350408,7.751045117971802,0.0,10.0,784.0,0.0,2324.0,0.0,0.0,784.0,0.2971938775510204,1.3218541145324707,1.1773234605789185,0.0,0.0,0.0,0.0,0.0,48.176761627197266,7.984320622996017,-0.22106248140335083,13.339433025626771,0.0,0.0,0.0,0.0,0.0
75213,1.0,0.7589877064823829,0.7806451612903226,0.5,0.21935483870967742,0.2806451612903226,0.0064516129032258064,155.0,34.615789457785006,11.285726988937691,-1.9985009993337775,5.850775918350478,0.7225607725607726,0.9406260406260406,0.929020979020979,0.9302364302364301,0.670979020979021,0.7806360306360306,-5.043425116919247,5.043425116919247,1.6094379124341003,6.652863029353347,0.0,2.0,5.0,0.0,775.0,0.0,0.0,5.0,0.8461538461538461,0.5267678155471627,0.667822674297941,0.0,0.0,0.0,0.0,0.0,5.170063163663136,3.4098735941808966,-0.06454972243679022,1.1853251963572808,0.0,0.0,0.0,0.0,0.0
75157,1.0,0.9915354501600642,0.5541095890410959,0.5,0.4458904109589041,0.05410958904109589,0.002054794520547945,486.6666666666667,11.286622047424316,3.2230947812398276,-0.8405795097351074,5.70183434048272,0.5143744677842796,0.5479689844761713,0.5130368992188279,0.5438499481039465,0.5465849504657792,0.5486539159830206,-6.187579426034272,6.187579426034272,1.0986122886681098,7.286191714702382,0.0,2.0,3.0,0.0,1460.0,0.0,0.0,3.0,1.0,1.324021339416504,0.9524703025817871,0.0,0.0,0.0,0.0,0.0,3.3211071491241455,0.8455618818600973,-0.8466188311576843,1.7893630114868855,0.0,0.0,0.0,0.0,0.0
75168,1.0,2.5971269166623667,0.4117063492063492,0.07692307692307691,0.005952380952380952,0.11323613806715749,2.863095238095238,0.3492723492723493,43.021280413343156,0.7019049463666879,-3.0,5.372616634624757,0.6140121648716111,?,?,?,?,?,1.0519032907025023,-1.051903290702502,7.9676267393338165,6.915723448631314,0.0,13.0,2886.0,0.0,1008.0,0.0,0.0,2886.0,0.1600831600831601,5.854131340873716,2.234281494317061,0.0,0.0,0.0,0.0,0.0,6.709789752960205,1.0550126182512896,-1.1547009944915771,1.2578282060281707,0.0,0.0,0.0,0.0,0.0
75243,1.0,1.7118844784475225,0.33529140750979036,0.25,0.024648698456576825,0.13045500689907696,0.0009214466712739,1085.25,0.37898291200086387,-0.9656219973073414,-1.9999312246360998,0.7132002663612023,0.8261817123431328,0.6655149894356652,0.993204349759478,0.4801812960375263,0.842887460851092,0.3321845764114161,-6.989565654179703,6.989565654179703,2.0794415416798357,9.06900719585954,0.0,4.0,8.0,0.0,8682.0,0.0,0.0,8.0,0.6666666666666666,-1.9808536406114166,-0.00805534429774715,0.0,0.0,0.0,0.0,0.0,1.542395186714761,0.934255222582013,-0.008293091335592554,0.4019268363407594,0.0,0.0,0.0,0.0,0.0
75150,1.0,0.9999862445450501,0.5021834061135371,0.5,0.4978165938864629,0.0021834061135370952,0.002911208151382824,343.5,5.673732376947813,0.4942075878883645,-1.8188430191353648,2.6620502569750326,0.6451260504201681,0.7453099500669833,0.7003324808184143,0.697329192546584,0.6636749482401657,0.5965771526001705,-5.839187111662404,5.839187111662404,0.6931471805599453,6.532334292222349,0.0,2.0,2.0,0.0,687.0,0.0,0.0,2.0,0.8,-1.4417054385230823,-0.0749284063937151,0.0,0.0,0.0,0.0,0.0,2.770150244471915,1.2550706020242388,0.4256253996939504,0.8044638611557824,0.0,0.0,0.0,0.0,0.0
2123,1.0,0.5357745087809012,0.9075723830734966,0.3333333333333333,0.0400890868596882,0.40607911946613345,0.017817371937639197,56.125,174.6055991041434,9.850328558815903,-1.7086082847290225,36.00362927614292,0.9210337134775337,0.9076970501408702,0.9154767766565521,0.935406846586622,0.7193080016113723,0.9076970501408702,-4.027581346062418,4.027581346062418,2.772588722239781,6.8001700683022,0.0,3.0,16.0,1.0,898.0,14.0,14.0,16.0,0.5,0.591816422058197,0.7019233753397602,0.0625,0.015590200445434299,0.0009743875278396437,0.0,0.0,13.289303936028535,1.6801786028681553,-1.7583331360961056,2.7180555492934197,0.0,0.0,0.0,0.0,0.0
75227,1.0,0.873631974909991,0.7061585197459266,0.5,0.2938414802540735,0.20615851974592656,0.0013808340237503453,724.2,1.862039566040039,0.37711377143859864,-0.8549058437347412,1.153254282541977,0.8872998500808411,0.7572466365580393,0.8566435976078537,0.7566979553714877,0.7644107056420222,0.7572466365580393,-6.585067597331541,6.585067597331541,1.6094379124341003,8.19450550976564,0.0,2.0,5.0,0.0,3621.0,0.0,0.0,5.0,1.0,-1.2441775798797607,0.059503283351659775,0.0,0.0,0.0,0.0,0.0,1.5054222345352173,0.8028857320547104,0.2322232574224472,0.49455311661076773,0.0,0.0,0.0,0.0,0.0
