@RELATION auto-sklearn_FEATURE_VALUES

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE DatasetRatio NUMERIC
@ATTRIBUTE InverseDatasetRatio NUMERIC
@ATTRIBUTE KurtosisMax NUMERIC
@ATTRIBUTE KurtosisMean NUMERIC
@ATTRIBUTE KurtosisMin NUMERIC
@ATTRIBUTE KurtosisSTD NUMERIC
@ATTRIBUTE LogDatasetRatio NUMERIC
@ATTRIBUTE LogInverseDatasetRatio NUMERIC
@ATTRIBUTE LogNumberOfFeatures NUMERIC
@ATTRIBUTE LogNumberOfInstances NUMERIC
@ATTRIBUTE NumberOfCategoricalFeatures NUMERIC
@ATTRIBUTE NumberOfFeatures NUMERIC
@ATTRIBUTE NumberOfFeaturesWithMissingValues NUMERIC
@ATTRIBUTE NumberOfInstances NUMERIC
@ATTRIBUTE NumberOfInstancesWithMissingValues NUMERIC
@ATTRIBUTE NumberOfMissingValues NUMERIC
@ATTRIBUTE NumberOfNumericFeatures NUMERIC
@ATTRIBUTE PercentageOfFeaturesWithMissingValues NUMERIC
@ATTRIBUTE PercentageOfInstancesWithMissingValues NUMERIC
@ATTRIBUTE PercentageOfMissingValues NUMERIC
@ATTRIBUTE RatioNominalToNumerical NUMERIC
@ATTRIBUTE RatioNumericalToNominal NUMERIC
@ATTRIBUTE SkewnessMax NUMERIC
@ATTRIBUTE SkewnessMean NUMERIC
@ATTRIBUTE SkewnessMin NUMERIC
@ATTRIBUTE SkewnessSTD NUMERIC
@ATTRIBUTE SymbolsMax NUMERIC
@ATTRIBUTE SymbolsMean NUMERIC
@ATTRIBUTE SymbolsMin NUMERIC
@ATTRIBUTE SymbolsSTD NUMERIC
@ATTRIBUTE SymbolsSum NUMERIC

@DATA
2dplanes,1.0,0.0003660992128866923,2731.5,-1.48943030834198,-1.551686882268986,-1.999910593032837,0.14956954983365164,-7.912606187835772,7.912606187835772,2.302585092994046,10.215191280829819,0.0,10.0,0.0,27315.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.012265032157301903,-0.00150359716208186,-0.014613804407417774,0.007474952587141453,0.0,0.0,0.0,0.0,0.0
abalone,1.0,0.0028581636298678098,349.875,2.56860350243873,-0.10941447482072553,-1.7054785509664645,1.1681365447985153,-5.857575947835618,5.857575947835618,2.0794415416798357,7.937017489515454,1.0,8.0,0.0,2799.0,0.0,0.0,7.0,0.0,0.0,0.0,0.14285714285714285,7.0,0.8120693289662475,0.3321938783149318,-0.6392581075461572,0.5166976679139271,3.0,3.0,3.0,0.0,3.0
ailerons,1.0,0.004341691088679041,230.325,5698.538191428534,740.144265466086,-0.6337320804595947,1633.6225896555468,-5.4394913549949955,5.4394913549949955,3.6888794541139363,9.128370809108931,0.0,40.0,0.0,9213.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,2.3072898387908936,-3.7788516048736596,-72.79047393798828,15.302416045622047,0.0,0.0,0.0,0.0,0.0
airlines_depdelay_1m,1.0,1.3432835820895522e-05,74444.44444444444,91.31637150297934,43.2296059593868,-1.5771374931623179,27.462757362751805,-11.21780841403093,11.21780841403093,2.1972245773362196,13.415032991367148,3.0,9.0,0.0,670000.0,0.0,0.0,6.0,0.0,0.0,0.0,0.5,2.0,9.660039932783889,6.182228664893526,-0.29995992621353607,2.6311510825008453,358.0,248.66666666666666,30.0,154.6206828194584,746.0
allstate_claims_severity,1.0,0.0010303232044636772,970.5692307692308,126169.00000792572,507.75387376703316,-1.980411713785593,5870.910348796283,-6.877882735221177,6.877882735221177,4.867534450455582,11.745417185676759,116.0,130.0,0.0,126174.0,0.0,0.0,14.0,0.0,0.0,0.0,8.285714285714286,0.1206896551724138,355.2055742917415,4.535779792001378,-91.69841939148998,22.116752038820188,306.0,9.568965517241379,2.0,31.733324194718186,1110.0
aloi,1.0,0.0017689331122166944,565.3125,84.96713692579512,4.422546980813968,-1.9994330356540788,12.46577329444311,-6.337378675589615,6.337378675589615,4.852030263919617,11.189408939509232,0.0,128.0,0.0,72360.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,8.337414741516113,1.36065581816365,-9.111095428466797,1.7356363345122343,0.0,0.0,0.0,0.0,0.0
analcatdata_hiroshima,1.0,0.004597701149425287,217.5,1.3021940126563827,-0.8489029936718087,-3.0,2.1510970063281913,-5.382198850528739,5.382198850528739,0.6931471805599453,6.075346031088684,1.0,2.0,0.0,435.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.4177220438249005,0.7088610219124503,0.0,0.7088610219124503,1.0,1.0,1.0,0.0,1.0
analcatdata_supreme,1.0,0.002578268876611418,387.85714285714283,73.55531311035156,16.68637976553081,-1.9872567653656006,27.129879511602553,-5.960637083312722,5.960637083312722,1.9459101490553132,7.906547232368036,0.0,7.0,0.0,2715.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7.902724266052246,2.757092284304755,-0.14112046360969543,3.015080573813984,0.0,0.0,0.0,0.0,0.0
arsenic-female-bladder,1.0,0.010666666666666666,93.75,110.67007695834519,40.02884425976127,-1.2188394760817927,17.889312221411306,-4.54063166485052,4.54063166485052,1.3862943611198906,5.926926025970411,1.0,4.0,0.0,375.0,0.0,0.0,3.0,0.0,0.0,0.0,0.3333333333333333,3.0,10.185897586256981,6.258641420852728,0.009162297125935918,1.6218732107584966,43.0,43.0,43.0,0.0,43.0
arsenic-female-lung,1.0,0.010666666666666666,93.75,110.67007695834519,40.02884425976127,-1.2188394760817927,17.889312221411306,-4.54063166485052,4.54063166485052,1.3862943611198906,5.926926025970411,1.0,4.0,0.0,375.0,0.0,0.0,3.0,0.0,0.0,0.0,0.3333333333333333,3.0,10.185897586256981,6.258641420852728,0.009162297125935918,1.6218732107584966,43.0,43.0,43.0,0.0,43.0
