@RELATION auto-sklearn_ALGORITHM_RUNS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE f1_macro NUMERIC
@ATTRIBUTE runstatus {ok, timeout, memout, not_applicable, crash, other}

@DATA
75212,1.0,1,0.2682751757777453,ok
246,1.0,2,0.007336742246744521,ok
75178,1.0,3,0.8665053356438321,ok
75171,1.0,4,0.16575376966962696,ok
248,1.0,5,0.2556821269548504,ok
75231,1.0,6,0.19489093809527247,ok
75196,1.0,7,0.006599807003032865,ok
75188,1.0,8,0.2910887639975799,ok
75248,1.0,9,0.39372887799255896,ok
75126,1.0,10,0.11528878822197053,ok
75234,1.0,11,0.040953996687455696,ok
75150,1.0,12,0.270984103420548,ok
258,1.0,13,0.006920208430447494,ok
75168,1.0,14,0.16169828354248417,ok
75235,1.0,15,0.0007062499127162836,ok
244,1.0,16,0.12581039275935202,ok
75221,1.0,17,0.5124870212227495,ok
75219,1.0,18,0.038697729388742275,ok
75202,1.0,19,0.21207355109566717,ok
3043,1.0,20,0.08033062120625067,ok
75205,1.0,21,0.18504851524062182,ok
75174,1.0,22,0.14300750635543968,ok
275,1.0,23,0.03927114232088169,ok
75213,1.0,24,0.09708655397944443,ok
75099,1.0,25,0.35573267037145373,ok
75184,1.0,26,0.15910295794389118,ok
75222,1.0,27,0.2282979236252195,ok
233,1.0,28,0.002860019157243987,ok
75114,1.0,29,0.05288861180382376,ok
236,1.0,30,0.030392338079764714,ok
75141,1.0,31,0.05540590495887354,ok
75107,1.0,32,0.23539664573100927,ok
262,1.0,33,0.0024736306098945837,ok
75146,1.0,34,0.12510487572831708,ok
75189,1.0,35,0.02273262596708059,ok
2350,1.0,36,0.4583931139970323,ok
75249,1.0,37,0.008268949121147173,ok
242,1.0,38,0.01510861175105338,ok
75117,1.0,39,0.20364804005047343,ok
75191,1.0,40,0.127827740245418,ok
261,1.0,41,0.30544242873009997,ok
75236,1.0,42,0.041677223936635976,ok
75095,1.0,43,0.08236539813323596,ok
75093,1.0,44,0.3918832055695797,ok
75223,1.0,45,0.29723411965616486,ok
75109,1.0,46,0.3793533366024916,ok
75197,1.0,47,0.1866178293464874,ok
75127,1.0,48,0.3380567411812547,ok
75143,1.0,49,0.017151774603842984,ok
75153,1.0,50,0.08177716873848784,ok
75173,1.0,51,0.11784988574099553,ok
75215,1.0,52,0.027365861320705287,ok
75195,1.0,53,0.0009245646512123784,ok
75207,1.0,54,0.17895939397818983,ok
75225,1.0,55,0.34198223468910705,ok
75166,1.0,56,0.1481371872019992,ok
75100,1.0,57,0.5181517275559332,ok
75169,1.0,58,0.036029978902544446,ok
75121,1.0,59,0.0,ok
75098,1.0,60,0.02790746649717346,ok
75115,1.0,61,0.08920073873363799,ok
75116,1.0,62,0.03497993292649404,ok
75185,1.0,63,0.1357451094925316,ok
2119,1.0,64,?,not_applicable
75157,1.0,65,0.46832590537147445,ok
75113,1.0,66,0.026118016042510295,ok
75203,1.0,67,0.11042228570674151,ok
75182,1.0,68,0.13340974283817464,ok
251,1.0,69,0.0940211383493812,ok
75123,1.0,70,0.34815968171600076,ok
75125,1.0,71,0.05711664257378035,ok
75232,1.0,72,0.14104642593957262,ok
75103,1.0,73,0.04217224764936511,ok
75192,1.0,74,0.5190567085618221,ok
75230,1.0,75,?,not_applicable
75139,1.0,76,0.014852324960099472,ok
75227,1.0,77,0.11761693573448673,ok
2120,1.0,78,0.10549260483856004,ok
75124,1.0,79,0.2968228946390352,ok
75240,1.0,80,0.023175600360006987,ok
75198,1.0,81,0.09701827451192624,ok
75201,1.0,82,0.11487467952198782,ok
75133,1.0,83,0.2784477186099904,ok
75154,1.0,84,?,not_applicable
75177,1.0,85,0.08665478177638697,ok
2117,1.0,86,0.22130085591079562,ok
75156,1.0,87,0.21193935460909863,ok
75097,1.0,88,0.3445268299003028,ok
75172,1.0,89,0.11691820681354681,ok
75106,1.0,90,0.5113919748399507,ok
75187,1.0,91,0.016391274901548236,ok
75120,1.0,92,0.3042802486848397,ok
