Time,Training (Empirical) Performance,Test Set Performance
0,1.0,1.0
1.059098243713379,0.5,0.5
15.405056953430176,0.245151323022178,0.24181980325556762
19.95637059211731,0.245151323022178,0.24181980325556762
22.178417205810547,0.245151323022178,0.24181980325556762
58.09041142463684,0.245151323022178,0.24181980325556762
97.1931791305542,0.19173958101221267,0.1903872091274843
460.535044670105,0.19173958101221267,0.1903872091274843
462.4528896808624,0.19173418544214615,0.19102413804646423
463.6012239456177,0.19173418544214615,0.19102413804646423
466.7614953517914,0.19173418544214615,0.19102413804646423
467.60359835624695,0.19173418544214615,0.19102413804646423
472.3770897388458,0.1862374721015897,0.18441489158686564
516.5652632713318,0.1860553006174993,0.18454769028716234
533.8888351917267,0.17510503849691905,0.17683857857650598
534.6523134708405,0.17510503849691905,0.17683857857650598
561.5039572715759,0.17510503849691905,0.17683857857650598
562.350711107254,0.17510503849691905,0.17683857857650598
707.1866998672485,0.17510503849691905,0.17683857857650598
715.6833937168121,0.17510503849691905,0.17683857857650598
719.2587194442749,0.17510503849691905,0.17683857857650598
720.256956577301,0.17510503849691905,0.17683857857650598
726.4979269504547,0.17510503849691905,0.17683857857650598
728.5183789730072,0.17510503849691905,0.17683857857650598
734.8929436206818,0.17510503849691905,0.17683857857650598
737.0472886562347,0.17510503849691905,0.17683857857650598
775.1230692863464,0.17510503849691905,0.17683857857650598
776.195966720581,0.17510503849691905,0.17683857857650598
782.0064103603363,0.17510503849691905,0.17683857857650598
795.4281091690063,0.17510503849691905,0.17683857857650598
858.7011532783508,0.17510503849691905,0.17683857857650598
866.911200761795,0.17510503849691905,0.17683857857650598
877.8536174297333,0.17510503849691905,0.17683857857650598
878.9479556083679,0.17510503849691905,0.17683857857650598
895.2169005870819,0.17510503849691905,0.17683857857650598
919.7052962779999,0.17510503849691905,0.17683857857650598
924.8054876327515,0.17510503849691905,0.17683857857650598
927.5587937831879,0.17510503849691905,0.17683857857650598
1022.3649520874023,0.17510503849691905,0.17683857857650598
1035.720235824585,0.17510503849691905,0.17683857857650598
1037.721375465393,0.17510503849691905,0.17683857857650598
1354.4125666618347,0.17510503849691905,0.17683857857650598
1397.541390657425,0.17510503849691905,0.17683857857650598
1421.3220009803772,0.17510503849691905,0.17683857857650598
1425.981684923172,0.17510503849691905,0.17683857857650598
1793.2145364284515,0.17510503849691905,0.17683857857650598
1799.4531826972961,0.17510503849691905,0.17683857857650598
1804.8667619228363,0.17510503849691905,0.17683857857650598
1808.9634392261505,0.17510503849691905,0.17683857857650598
1821.2354423999786,0.17510503849691905,0.17683857857650598
1865.6233620643616,0.17510503849691905,0.17683857857650598
1869.8887107372284,0.17510503849691905,0.17683857857650598
1871.791264295578,0.17510503849691905,0.17683857857650598
1889.586147069931,0.17510503849691905,0.17683857857650598
1893.6649222373962,0.17510503849691905,0.17683857857650598
1901.5006694793701,0.17510503849691905,0.17683857857650598
1906.2355341911316,0.17510503849691905,0.17683857857650598
1909.7713599205017,0.17510503849691905,0.17683857857650598
1910.5213706493378,0.17510503849691905,0.17683857857650598
1916.8912332057953,0.17510503849691905,0.17683857857650598
1924.7124390602112,0.17510503849691905,0.17683857857650598
1938.0348196029663,0.17510503849691905,0.17683857857650598
2009.095722436905,0.17510503849691905,0.17683857857650598
2019.6723220348358,0.17510503849691905,0.17683857857650598
2022.4654817581177,0.17510503849691905,0.17683857857650598
2033.4165880680084,0.17510503849691905,0.17683857857650598
2035.4653973579407,0.17510503849691905,0.17683857857650598
2045.9133956432343,0.17510503849691905,0.17683857857650598
2047.7334187030792,0.17510503849691905,0.17683857857650598
2051.309058904648,0.17510503849691905,0.17683857857650598
2054.156250476837,0.17510503849691905,0.17683857857650598
2420.182657957077,0.17510503849691905,0.17683857857650598
2430.286440849304,0.17157226533103898,0.17454994552938552
2460.475198030472,0.17157226533103898,0.17454994552938552
2463.795807123184,0.17157226533103898,0.17454994552938552
2470.6647305488586,0.17157226533103898,0.17454994552938552
2498.4261617660522,0.17157226533103898,0.17454994552938552
2504.780344247818,0.17157226533103898,0.17454994552938552
2542.7603030204773,0.17157226533103898,0.17454994552938552
2549.156093597412,0.17157226533103898,0.17454994552938552
2551.217222213745,0.17157226533103898,0.17454994552938552
2562.3528237342834,0.17157226533103898,0.17454994552938552
2563.3297913074493,0.17157226533103898,0.174672835911165
2622.9883918762207,0.17157226533103898,0.174672835911165
2630.2963025569916,0.17157226533103898,0.174672835911165
2636.277852296829,0.1708327882545444,0.17360815252258033
2640.794697999954,0.1708327882545444,0.17360815252258033
2646.0789952278137,0.1708327882545444,0.17360815252258033
2648.388540506363,0.1708327882545444,0.17360815252258033
2655.47158408165,0.1693454567690834,0.1725242495098105
2657.883811712265,0.1693454567690834,0.1725242495098105
2664.0823488235474,0.16888233700503452,0.17156227327913354
3189.6714565753937,0.16876088934897426,0.1713574559761677
3292.8110086917877,0.16888233700503452,0.17147539219868857
