@RELATION auto-sklearn_ALGORITHM_RUNS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE pac_metric NUMERIC
@ATTRIBUTE runstatus {ok, timeout, memout, not_applicable, crash, other}

@DATA
75113,1.0,17,0.0847841061511,ok
75119,1.0,131,0.761097130151,ok
75142,1.0,107,0.28771260064,ok
2120,1.0,124,0.250501675564,ok
288,1.0,109,0.403830920907,ok
261,1.0,106,0.842672065514,ok
75101,1.0,37,0.837898964175,ok
75126,1.0,122,0.513534548139,ok
75176,1.0,108,0.0903372946527,ok
75098,1.0,44,0.32500022734,ok
258,1.0,66,0.251381195482,ok
75231,1.0,112,0.668964024704,ok
75157,1.0,88,1.00043664915,ok
75226,1.0,105,0.139233090988,ok
236,1.0,10,0.284356154486,ok
260,1.0,132,0.33689414676,ok
75215,1.0,1,1.0002380353,ok
75207,1.0,97,0.752606731739,ok
75244,1.0,79,0.750258660699,ok
75225,1.0,99,0.730904938939,ok
75210,1.0,34,1.2023453666e-07,ok
75249,1.0,60,0.0577589477111,ok
75132,1.0,82,1.43494026431,ok
254,1.0,51,0.866288593644,ok
2350,1.0,72,0.998114874332,ok
75174,1.0,39,0.503717297866,ok
75187,1.0,32,0.0924686394439,ok
75250,1.0,70,0.67962479957,ok
75179,1.0,126,0.755871873985,ok
75139,1.0,57,0.0636254418779,ok
266,1.0,9,0.131410473049,ok
75150,1.0,111,0.851129734324,ok
75107,1.0,40,0.817211919319,ok
75146,1.0,25,0.459641822567,ok
75159,1.0,129,0.866421241465,ok
75106,1.0,54,0.993864839701,ok
75227,1.0,43,0.472653916989,ok
75192,1.0,33,1.00029301807,ok
75092,1.0,30,0.637600222329,ok
2117,1.0,125,0.725270348701,ok
275,1.0,24,1.06130152342,ok
75153,1.0,48,0.404666796903,ok
75161,1.0,63,0.288648249246,ok
75127,1.0,102,0.914184939662,ok
75090,1.0,15,0.543661419109,ok
2123,1.0,116,0.498571338117,ok
75230,1.0,18,0.775491726826,ok
75095,1.0,5,0.256454498075,ok
75105,1.0,4,1.13297701023,ok
75103,1.0,41,0.130314614263,ok
75134,1.0,127,0.334430716559,ok
75156,1.0,86,0.742343631895,ok
75175,1.0,81,0.429084799533,ok
75221,1.0,26,0.88386793161,ok
75213,1.0,83,0.2980520051,ok
75219,1.0,77,0.291661189629,ok
75125,1.0,45,0.314935692617,ok
75177,1.0,93,0.293821480817,ok
75120,1.0,110,0.767791447568,ok
75205,1.0,47,0.796830682031,ok
75166,1.0,50,0.426570801903,ok
75240,1.0,2,0.155844004088,ok
75196,1.0,12,0.0641380488754,ok
75115,1.0,113,0.555993918341,ok
75141,1.0,104,0.258833728563,ok
75197,1.0,121,0.709707280848,ok
75116,1.0,87,0.119309421367,ok
75178,1.0,68,0.992680229573,ok
75222,1.0,92,0.427063014056,ok
75163,1.0,130,0.337048418126,ok
253,1.0,23,0.928642049834,ok
248,1.0,16,0.54103013023,ok
75181,1.0,56,6.29232106419e-08,ok
75117,1.0,115,0.69013934802,ok
75202,1.0,6,0.764813695132,ok
75188,1.0,35,0.815571686248,ok
75154,1.0,22,0.734815803364,ok
75236,1.0,13,0.447974115252,ok
75173,1.0,53,0.499988197745,ok
75223,1.0,52,0.496349507178,ok
75232,1.0,3,0.603937668595,ok
75148,1.0,100,0.550926543019,ok
75110,1.0,78,1.0722050786,ok
75129,1.0,91,0.90829180219,ok
75112,1.0,80,0.523557677763,ok
75233,1.0,73,0.303906969792,ok
75109,1.0,64,0.781609984004,ok
75184,1.0,20,0.528324672928,ok
75212,1.0,69,0.778633433754,ok
75133,1.0,96,0.845568219995,ok
75100,1.0,58,2.01273792955,ok
75099,1.0,42,0.859435931084,ok
75195,1.0,59,0.00273792557166,ok
75097,1.0,94,1.1327558807,ok
75121,1.0,128,0.0292875895339,ok
246,1.0,67,0.12740282783,ok
75182,1.0,11,0.515894897742,ok
75172,1.0,21,0.715069589584,ok
75108,1.0,7,0.00835146657523,ok
75093,1.0,90,0.954180923531,ok
75169,1.0,89,0.276957631106,ok
75217,1.0,123,6.85390781907e-08,ok
75171,1.0,46,0.622816812439,ok
75193,1.0,98,0.272677034026,ok
75128,1.0,27,0.204562954136,ok
75124,1.0,71,0.683153483229,ok
2119,1.0,117,0.85405764995,ok
75189,1.0,101,0.137093095266,ok
75185,1.0,49,0.500099727732,ok
262,1.0,38,0.0598024673632,ok
75198,1.0,120,0.841101188663,ok
2122,1.0,8,1.03495784725,ok
242,1.0,75,0.195901099778,ok
233,1.0,36,1.00065072547,ok
252,1.0,28,0.545583825688,ok
75237,1.0,118,0.00604366146843,ok
75114,1.0,103,0.275366441232,ok
244,1.0,29,0.550435990455,ok
75234,1.0,55,0.118101747297,ok
75123,1.0,65,0.772592498668,ok
273,1.0,31,0.267580066308,ok
75201,1.0,84,0.698703972554,ok
75168,1.0,114,0.686122065844,ok
75243,1.0,14,1.14246101484,ok
3043,1.0,76,0.293821480817,ok
75235,1.0,119,0.00417490923914,ok
251,1.0,85,1.06762638022,ok
75143,1.0,61,0.0753114488971,ok
75191,1.0,19,0.58266376035,ok
75248,1.0,95,0.771425107463,ok
75239,1.0,74,1.28472159133e-07,ok
75203,1.0,62,0.723508156769,ok
% 
% 
% 
