@RELATION ChaLearn_AutoML_Challenge_2015_FEATURE_VALUES

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE ClassEntropy NUMERIC
@ATTRIBUTE ClassProbabilityMax NUMERIC
@ATTRIBUTE ClassProbabilityMean NUMERIC
@ATTRIBUTE ClassProbabilityMin NUMERIC
@ATTRIBUTE ClassProbabilitySTD NUMERIC
@ATTRIBUTE DatasetRatio NUMERIC
@ATTRIBUTE InverseDatasetRatio NUMERIC
@ATTRIBUTE KurtosisMax NUMERIC
@ATTRIBUTE KurtosisMean NUMERIC
@ATTRIBUTE KurtosisMin NUMERIC
@ATTRIBUTE KurtosisSTD NUMERIC
@ATTRIBUTE Landmark1NN NUMERIC
@ATTRIBUTE LandmarkDecisionNodeLearner NUMERIC
@ATTRIBUTE LandmarkDecisionTree NUMERIC
@ATTRIBUTE LandmarkLDA NUMERIC
@ATTRIBUTE LandmarkNaiveBayes NUMERIC
@ATTRIBUTE LandmarkRandomNodeLearner NUMERIC
@ATTRIBUTE LogDatasetRatio NUMERIC
@ATTRIBUTE LogInverseDatasetRatio NUMERIC
@ATTRIBUTE LogNumberOfFeatures NUMERIC
@ATTRIBUTE LogNumberOfInstances NUMERIC
@ATTRIBUTE NumberOfCategoricalFeatures NUMERIC
@ATTRIBUTE NumberOfClasses NUMERIC
@ATTRIBUTE NumberOfFeatures NUMERIC
@ATTRIBUTE NumberOfFeaturesWithMissingValues NUMERIC
@ATTRIBUTE NumberOfInstances NUMERIC
@ATTRIBUTE NumberOfInstancesWithMissingValues NUMERIC
@ATTRIBUTE NumberOfMissingValues NUMERIC
@ATTRIBUTE NumberOfNumericFeatures NUMERIC
@ATTRIBUTE PCAFractionOfComponentsFor95PercentVariance NUMERIC
@ATTRIBUTE PCAKurtosisFirstPC NUMERIC
@ATTRIBUTE PCASkewnessFirstPC NUMERIC
@ATTRIBUTE PercentageOfFeaturesWithMissingValues NUMERIC
@ATTRIBUTE PercentageOfInstancesWithMissingValues NUMERIC
@ATTRIBUTE PercentageOfMissingValues NUMERIC
@ATTRIBUTE RatioNominalToNumerical NUMERIC
@ATTRIBUTE RatioNumericalToNominal NUMERIC
@ATTRIBUTE SkewnessMax NUMERIC
@ATTRIBUTE SkewnessMean NUMERIC
@ATTRIBUTE SkewnessMin NUMERIC
@ATTRIBUTE SkewnessSTD NUMERIC
@ATTRIBUTE SymbolsMax NUMERIC
@ATTRIBUTE SymbolsMean NUMERIC
@ATTRIBUTE SymbolsMin NUMERIC
@ATTRIBUTE SymbolsSTD NUMERIC
@ATTRIBUTE SymbolsSum NUMERIC

@DATA
1000_acc,1.0,0.392115985397,0.922833399288,0.5,0.0771666007123,0.422833399288,0.0114760585675,87.1379310345,229.977203369,36.7970010541,-3.0,48.6510578525,0.916892070803,0.977846630337,0.994461660672,0.941832542671,0.210138320161,0.922838140786,-4.4674922774,4.4674922774,3.36729582999,7.83478810739,22.0,2.0,29.0,8.0,2527.0,2527.0,4110.0,7.0,0.461538461538,6.24308,-2.65445,0.275862068966,1.0,0.0560839485283,3.14285714286,0.318181818182,13.8995409012,0.884508294452,-12.863616579,5.97194699389,5.0,2.04545454545,1.0,0.705644304375,45.0
1002_acc,1.0,0.486820446205,0.89429597128,0.5,0.10570402872,0.39429597128,0.0109692859992,91.1636363636,5009.00536835,504.058596133,-3.0,1111.77903342,0.845631446271,0.894295870411,0.843441801656,0.880926195418,0.669919125892,0.894295870411,-4.51265609349,4.51265609349,4.00733318523,8.51998927872,39.0,2.0,55.0,12.0,5014.0,4934.0,21729.0,16.0,0.561264822134,-0.891052,-0.863638,0.218181818182,0.98404467491,0.0787939224716,2.4375,0.410256410256,70.7884766013,12.4751323972,-50.0399830965,18.7192594811,15.0,5.76923076923,1.0,3.44526087332,225.0
1018_acc,1.0,0.344297604404,0.935696202532,0.5,0.0643037974684,0.435696202532,0.00945147679325,105.803571429,5920.00587658,635.280753989,-3.0,1472.96829192,0.894346424648,0.935696546616,0.90160053987,0.926921021704,0.619400109714,0.935696546616,-4.66158427527,4.66158427527,4.02535169074,8.686935966,41.0,2.0,56.0,14.0,5925.0,5925.0,23105.0,15.0,0.57761732852,-0.749221,-0.924859,0.25,1.0,0.0696353224834,2.73333333333,0.365853658537,76.9545873813,13.6568352298,-76.9545561683,21.229900103,17.0,6.0487804878,1.0,3.72827835447,248.0
1019_acc,1.0,0.481609295305,0.89598044541,0.5,0.10401955459,0.39598044541,0.00217273221076,460.25,3.04986739944,-0.514539989126,-1.6881517022,1.10704638117,0.997961954014,0.895980986814,0.98628140304,0.971346063203,0.971342003381,0.895980986814,-6.13176982011,6.13176982011,2.77258872224,8.90435854235,0.0,2.0,16.0,0.0,7364.0,0.0,0.0,16.0,0.625,-0.890853,-0.623407,0.0,0.0,0.0,0.0,0.0,0.938007622838,-0.0382383583771,-1.48124210924,0.647544492521,0.0,0.0,0.0,0.0,0.0
1020_acc,1.0,0.468995593589,0.9,0.5,0.1,0.4,0.0477611940299,20.9375,0.621107495364,-0.0416891652455,-0.941665691138,0.268350934701,0.979783081252,0.900017789083,0.952281200514,0.988788887642,0.985809174678,0.900017789083,-3.04154180959,3.04154180959,4.15888308336,7.20042489294,0.0,2.0,64.0,0.0,1340.0,0.0,0.0,64.0,0.78125,-0.270343,-0.23772,0.0,0.0,0.0,0.0,0.0,0.502511799335,-0.0148264837967,-0.327014245552,0.163740633505,0.0,0.0,0.0,0.0,0.0
1021_acc,1.0,0.476217126615,0.897708674304,0.5,0.102291325696,0.397708674304,0.00272776868522,366.6,3361.03194716,435.868272106,0.627224343711,980.77879761,0.96289807005,0.913256051487,0.963995420964,0.94761982967,0.897442542353,0.897710571223,-5.90427133541,5.90427133541,2.30258509299,8.2068564284,0.0,2.0,10.0,0.0,3666.0,0.0,0.0,10.0,0.6,117.119,-8.1491,0.0,0.0,0.0,0.0,0.0,56.8915367141,12.0412814251,-0.825050060243,15.7761968356,0.0,0.0,0.0,0.0,0.0
1036_acc,1.0,0.333735164831,0.938407299876,0.5,0.0615927001244,0.438407299876,0.0223973454998,44.6481481481,9639.00361728,445.146327063,-3.0,1334.40771652,0.978017435986,0.938407541978,0.989216670608,0.983305634984,0.959041665771,0.938407541978,-3.79881283162,3.79881283162,5.37527840768,9.1740912393,0.0,2.0,216.0,0.0,9644.0,0.0,0.0,216.0,0.768518518519,2.54175,1.43037,0.0,0.0,0.0,0.0,0.0,98.188618304,12.239429522,-1.19302393877,17.2327203842,0.0,0.0,0.0,0.0,0.0
1040_acc,1.0,0.333735164831,0.938407299876,0.5,0.0615927001244,0.438407299876,0.0111986727499,89.2962962963,9639.0040097,675.737076363,-3.0,1937.3988984,0.989942919184,0.938407541978,0.991290714424,0.982891987186,0.958730892439,0.938407541978,-4.49196001218,4.49196001218,4.68213122712,9.1740912393,0.0,2.0,108.0,0.0,9644.0,0.0,0.0,108.0,0.787037037037,2.70394,-1.51074,0.0,0.0,0.0,0.0,0.0,98.1886267527,14.436528655,-1.17958940566,21.6547158805,0.0,0.0,0.0,0.0,0.0
1041_acc,1.0,3.31873844422,0.11068044789,0.1,0.0908699397071,0.00664897152401,0.337639965547,2.96173469388,2317.00066757,237.883064008,-3.0,580.382615936,0.868287823079,0.21016020343,0.725735945622,0.774043304277,0.55507971816,0.189017715897,-1.08577514191,1.08577514191,6.66440902035,7.75018416226,0.0,10.0,784.0,0.0,2322.0,0.0,0.0,784.0,0.297193877551,1.34543,1.1847,0.0,0.0,0.0,0.0,0.0,48.1560064557,7.84128259316,-0.200250690996,13.071030449,0.0,0.0,0.0,0.0,0.0
1049_acc,1.0,0.534872523436,0.878073770492,0.5,0.121926229508,0.378073770492,0.0379098360656,26.3783783784,609.755861335,67.5421422019,-1.49158572193,119.579135805,0.876065555088,0.878085112911,0.891403455712,0.906794393015,0.86995384494,0.878085112911,-3.27254467377,3.27254467377,3.61091791264,6.88346258641,0.0,2.0,37.0,0.0,976.0,0.0,0.0,37.0,0.405405405405,14.1583,3.03697,0.0,0.0,0.0,0.0,0.0,23.3954792659,5.29352417475,-0.497494520549,4.72676561905,0.0,0.0,0.0,0.0,0.0
