@RELATION auto-sklearn_ALGORITHM_RUNS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE average_precision NUMERIC
@ATTRIBUTE runstatus {ok, timeout, memout, not_applicable, crash, other}

@DATA
2117,1.0,1,0.04663669336457166,ok
75156,1.0,2,0.13842570662143683,ok
75129,1.0,3,0.5917677825003154,ok
75239,1.0,4,0.0016220260902081174,ok
75121,1.0,5,0.0,ok
261,1.0,6,0.38916320273458205,ok
75240,1.0,7,0.021827807799115417,ok
75120,1.0,8,0.00792489332575419,ok
75124,1.0,9,0.4945654854121422,ok
75176,1.0,10,0.001190201974001548,ok
75103,1.0,11,0.03229472980764703,ok
75095,1.0,12,0.13442462727029392,ok
273,1.0,13,0.019066285970485763,ok
75174,1.0,14,0.1160262136548188,ok
75153,1.0,15,0.06298388713476144,ok
75093,1.0,16,0.5769927271316311,ok
75119,1.0,17,0.004808631493604221,ok
75215,1.0,18,0.006093953504738736,ok
75233,1.0,19,0.007824489628423192,ok
75196,1.0,20,0.0053237453231120835,ok
75191,1.0,21,0.05506762445280722,ok
75115,1.0,22,0.006290010103504828,ok
75108,1.0,23,0.005175701778447284,ok
75101,1.0,24,0.19670774619579046,ok
75192,1.0,25,0.4957436341429513,ok
75232,1.0,26,0.1315802935450845,ok
75173,1.0,27,0.05346287011174833,ok
75148,1.0,28,0.10149035843820853,ok
75150,1.0,29,0.23743413022672788,ok
75100,1.0,30,0.9562546088692988,ok
75179,1.0,31,0.2409827203529683,ok
75213,1.0,32,0.06933598525447815,ok
75227,1.0,33,0.0974536072231329,ok
75184,1.0,34,0.13258176519996323,ok
75142,1.0,35,0.024483340961887534,ok
75166,1.0,36,0.07196831212924037,ok
75133,1.0,37,0.5283964019936328,ok
75234,1.0,38,0.01284601034078836,ok
75139,1.0,39,0.0023007754326207497,ok
75117,1.0,40,0.007885073654295027,ok
75113,1.0,41,0.008460407710829565,ok
75237,1.0,42,4.145908695685208e-06,ok
75195,1.0,43,2.5043807883040614e-07,ok
75171,1.0,44,0.09520821180983008,ok
75146,1.0,45,0.036863976165857126,ok
75116,1.0,46,0.0005410940280016208,ok
75157,1.0,47,0.5222789617732024,ok
75187,1.0,48,0.0012749488467844738,ok
2350,1.0,49,0.5681791449623105,ok
75125,1.0,50,0.019321045655932068,ok
75185,1.0,51,0.05945226811199866,ok
75163,1.0,52,0.0314788820303622,ok
75177,1.0,53,0.047233493498054946,ok
75189,1.0,54,0.0014053657009550635,ok
75244,1.0,55,0.6395524299520963,ok
75219,1.0,56,0.025175697944074926,ok
75222,1.0,57,0.1931255591677733,ok
75159,1.0,58,0.5878557964059166,ok
75175,1.0,59,0.06024049465826131,ok
254,1.0,60,0.0,ok
75105,1.0,61,0.9288339642465153,ok
75106,1.0,62,0.8442925234525233,ok
75212,1.0,63,0.1600561103992293,ok
75099,1.0,64,0.515247421663148,ok
75248,1.0,65,0.6788732298449544,ok
233,1.0,66,0.0005736695326437058,ok
75226,1.0,67,0.00016932226137789108,ok
75132,1.0,68,0.9040608240141387,ok
75127,1.0,69,0.3179765298735666,ok
75161,1.0,70,0.02020383832435313,ok
75143,1.0,71,0.004233652988118175,ok
75114,1.0,72,0.00907447690482499,ok
75182,1.0,73,0.10396053989361143,ok
75112,1.0,74,0.09015095793864158,ok
75210,1.0,75,0.0,ok
75092,1.0,76,0.40151838466336753,ok
3043,1.0,77,0.047233493498054946,ok
75249,1.0,78,0.004949659544092988,ok
75126,1.0,79,0.003911834899882227,ok
75225,1.0,80,0.5015473317548012,ok
75141,1.0,81,0.01682034352467343,ok
75107,1.0,82,0.4531478047001375,ok
75097,1.0,83,0.021526127686424257,ok
