@RELATION ChaLearn_AutoML_Challenge_2015_FEATURE_VALUES

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE ClassEntropy NUMERIC
@ATTRIBUTE ClassProbabilityMax NUMERIC
@ATTRIBUTE ClassProbabilityMean NUMERIC
@ATTRIBUTE ClassProbabilityMin NUMERIC
@ATTRIBUTE ClassProbabilitySTD NUMERIC
@ATTRIBUTE DatasetRatio NUMERIC
@ATTRIBUTE InverseDatasetRatio NUMERIC
@ATTRIBUTE KurtosisMax NUMERIC
@ATTRIBUTE KurtosisMean NUMERIC
@ATTRIBUTE KurtosisMin NUMERIC
@ATTRIBUTE KurtosisSTD NUMERIC
@ATTRIBUTE Landmark1NN NUMERIC
@ATTRIBUTE LandmarkDecisionNodeLearner NUMERIC
@ATTRIBUTE LandmarkDecisionTree NUMERIC
@ATTRIBUTE LandmarkLDA NUMERIC
@ATTRIBUTE LandmarkNaiveBayes NUMERIC
@ATTRIBUTE LandmarkRandomNodeLearner NUMERIC
@ATTRIBUTE LogDatasetRatio NUMERIC
@ATTRIBUTE LogInverseDatasetRatio NUMERIC
@ATTRIBUTE LogNumberOfFeatures NUMERIC
@ATTRIBUTE LogNumberOfInstances NUMERIC
@ATTRIBUTE NumberOfCategoricalFeatures NUMERIC
@ATTRIBUTE NumberOfClasses NUMERIC
@ATTRIBUTE NumberOfFeatures NUMERIC
@ATTRIBUTE NumberOfFeaturesWithMissingValues NUMERIC
@ATTRIBUTE NumberOfInstances NUMERIC
@ATTRIBUTE NumberOfInstancesWithMissingValues NUMERIC
@ATTRIBUTE NumberOfMissingValues NUMERIC
@ATTRIBUTE NumberOfNumericFeatures NUMERIC
@ATTRIBUTE PCAFractionOfComponentsFor95PercentVariance NUMERIC
@ATTRIBUTE PCAKurtosisFirstPC NUMERIC
@ATTRIBUTE PCASkewnessFirstPC NUMERIC
@ATTRIBUTE PercentageOfFeaturesWithMissingValues NUMERIC
@ATTRIBUTE PercentageOfInstancesWithMissingValues NUMERIC
@ATTRIBUTE PercentageOfMissingValues NUMERIC
@ATTRIBUTE RatioNominalToNumerical NUMERIC
@ATTRIBUTE RatioNumericalToNominal NUMERIC
@ATTRIBUTE SkewnessMax NUMERIC
@ATTRIBUTE SkewnessMean NUMERIC
@ATTRIBUTE SkewnessMin NUMERIC
@ATTRIBUTE SkewnessSTD NUMERIC
@ATTRIBUTE SymbolsMax NUMERIC
@ATTRIBUTE SymbolsMean NUMERIC
@ATTRIBUTE SymbolsMin NUMERIC
@ATTRIBUTE SymbolsSTD NUMERIC
@ATTRIBUTE SymbolsSum NUMERIC

@DATA
1028_a_metric,1.0,1.69403122375,0.399103139013,0.25,0.0313901345291,0.142906319628,0.0149476831091,66.9,-1.00483075666,-1.31970874421,-1.99246927058,0.270572140956,0.503954278026,0.508119131953,0.502512235827,0.579589394967,0.569384523113,0.38126638017,-4.20319896713,4.20319896713,2.30258509299,6.50578406013,0.0,4.0,10.0,0.0,669.0,0.0,0.0,10.0,0.9,-0.430259,-0.107597135007,0.0,0.0,0.0,0.0,0.0,0.342704385519,0.0369482718408,-0.3314409554,0.192508244006,0.0,0.0,0.0,0.0,0.0
1028_r2_metric,1.0,1.69403122375,0.399103139013,0.25,0.0313901345291,0.142906319628,0.0149476831091,66.9,-1.00483075666,-1.31970874421,-1.99246927058,0.270572140956,0.503954278026,0.508119131953,0.502512235827,0.579589394967,0.569384523113,0.38126638017,-4.20319896713,4.20319896713,2.30258509299,6.50578406013,0.0,4.0,10.0,0.0,669.0,0.0,0.0,10.0,0.9,-0.430259,-0.107597135007,0.0,0.0,0.0,0.0,0.0,0.342704385519,0.0369482718408,-0.3314409554,0.192508244006,0.0,0.0,0.0,0.0,0.0
1030_a_metric,1.0,2.95338644252,0.180597014925,0.111111111111,0.0179104477612,0.0554011368455,0.00597014925373,167.5,-0.842774640072,-1.11468902778,-1.3683277744,0.191667533021,0.183586168733,0.222435440377,0.302265038883,0.264297222385,0.267556463145,0.206067070185,-5.12098335127,5.12098335127,1.38629436112,6.50727771239,0.0,9.0,4.0,0.0,670.0,0.0,0.0,4.0,1.0,-0.50382,-0.229125738144,0.0,0.0,0.0,0.0,0.0,0.305495560169,0.0825962927192,-0.313242763281,0.240387684257,0.0,0.0,0.0,0.0,0.0
1030_r2_metric,1.0,2.95338644252,0.180597014925,0.111111111111,0.0179104477612,0.0554011368455,0.00597014925373,167.5,-0.842774640072,-1.11468902778,-1.3683277744,0.191667533021,0.183586168733,0.222435440377,0.302265038883,0.264297222385,0.267556463145,0.206067070185,-5.12098335127,5.12098335127,1.38629436112,6.50727771239,0.0,9.0,4.0,0.0,670.0,0.0,0.0,4.0,1.0,-0.50382,-0.229125738144,0.0,0.0,0.0,0.0,0.0,0.305495560169,0.0825962927192,-0.313242763281,0.240387684257,0.0,0.0,0.0,0.0,0.0
1414_a_metric,1.0,8.84638094952,0.015494309612,0.00129533678756,0.000137117784177,0.00162224054548,0.00137117784177,729.3,7288.00326635,166.355906076,-1.53787918552,1050.07532355,0.021498338801,0.0163367348847,0.0218478019292,0.0176967882539,0.0114272470829,0.0179857648315,-6.59208516999,6.59208516999,2.30258509299,8.89467026298,6.0,772.0,10.0,0.0,7293.0,0.0,0.0,4.0,0.787234042553,-0.983286,-0.0949491634965,0.0,0.0,0.0,1.5,0.666666666667,85.3815231323,4.64931378185,-5.65015172958,12.1090448377,24.0,7.16666666667,2.0,7.71182353417,43.0
1414_r2_metric,1.0,8.84638094952,0.015494309612,0.00129533678756,0.000137117784177,0.00162224054548,0.00137117784177,729.3,7288.00326635,166.355906076,-1.53787918552,1050.07532355,0.021498338801,0.0163367348847,0.0218478019292,0.0176967882539,0.0114272470829,0.0179857648315,-6.59208516999,6.59208516999,2.30258509299,8.89467026298,6.0,772.0,10.0,0.0,7293.0,0.0,0.0,4.0,0.787234042553,-0.983286,-0.0949491634965,0.0,0.0,0.0,1.5,0.666666666667,85.3815231323,4.64931378185,-5.65015172958,12.1090448377,24.0,7.16666666667,2.0,7.71182353417,43.0
189_a_metric,1.0,12.4209714717,0.00036443148688,0.000182315405652,0.00018221574344,4.26029240934e-06,0.00145772594752,686.0,?,?,?,?,?,?,?,?,?,?,-6.53087762773,6.53087762773,2.07944154168,8.61031916941,0.0,5485.0,8.0,0.0,5488.0,0.0,0.0,8.0,?,?,?,0.0,0.0,0.0,0.0,0.0,?,?,?,?,0.0,0.0,0.0,0.0,0.0
189_r2_metric,1.0,12.4209714717,0.00036443148688,0.000182315405652,0.00018221574344,4.26029240934e-06,0.00145772594752,686.0,?,?,?,?,?,?,?,?,?,?,-6.53087762773,6.53087762773,2.07944154168,8.61031916941,0.0,5485.0,8.0,0.0,5488.0,0.0,0.0,8.0,?,?,?,0.0,0.0,0.0,0.0,0.0,?,?,?,?,0.0,0.0,0.0,0.0,0.0
197_a_metric,1.0,4.99129221158,0.0537536443149,0.0181818181818,0.00018221574344,0.018777135353,0.00382653061224,261.333333333,437.062374164,73.3596792877,1.19310638822,114.410696671,0.195205847882,0.0689522660774,0.194363843568,0.195455463377,0.14865969222,0.0696872886107,-5.56579673168,5.56579673168,3.04452243772,8.61031916941,0.0,55.0,21.0,0.0,5488.0,0.0,0.0,21.0,0.619047619048,3.56416,1.5504360199,0.0,0.0,0.0,0.0,0.0,17.1199512482,5.16947258938,-0.807244479656,4.31402582769,0.0,0.0,0.0,0.0,0.0
197_r2_metric,1.0,4.99129221158,0.0537536443149,0.0181818181818,0.00018221574344,0.018777135353,0.00382653061224,261.333333333,437.062374164,73.3596792877,1.19310638822,114.410696671,0.195205847882,0.0689522660774,0.194363843568,0.195455463377,0.14865969222,0.0696872886107,-5.56579673168,5.56579673168,3.04452243772,8.61031916941,0.0,55.0,21.0,0.0,5488.0,0.0,0.0,21.0,0.619047619048,3.56416,1.5504360199,0.0,0.0,0.0,0.0,0.0,17.1199512482,5.16947258938,-0.807244479656,4.31402582769,0.0,0.0,0.0,0.0,0.0
